病診区分,"
医療機関コード",医療機関名,都道府県コード,郵便番号,住所,構想区域コード,構想区域名,市町村コード,市町村名称,高度急性期機能の有無,急性期機能の有無,回復期機能の有無,慢性期機能の有無,科目,２．許可病床数・稼働病床数,,,,,,,,,救急医療の実施状況,,,,,職員数,,,,,,,,,,,,,,,,,,６．入院患者数の状況【平成29年7月1日～平成30年6月30日の1年間】,８．全身管理の状況【「平成30年６月診療分」であってかつ「平成30年７月審査分」】,,,,,,,,９．疾患に応じたリハビリテーション・早期からのリハビリテーションの実施状況【「平成30年６月診療分」であってかつ「平成30年７月審査分」】,10．長期療養患者の受入状況【「平成30年６月診療分」であってかつ「平成30年７月審査分」】
病院,4646030014,加世田病院,46,〒897－1121,鹿児島県南さつま市加世田唐仁原１１８１番地,4603,南薩,46220,鹿児島県南さつま市,   ,〇,  ,  ,"脳神経外科,内科,外科,精神科,皮膚科,リハビリテーション科,心療内科,脳神経内科,他",58,45,0,0,0,0,0,0,0,262,75,279,134,430,5,5.2,68,8,24,1,20,0,3,0,5,0,1,0,2,0,4,3,562,0,22,10,0,0,0,0,0,34,0
病院,4646030018,菊野病院,46,〒897－0215,鹿児島県南九州市川辺町平山３８１５番地,4603,南薩,46223,鹿児島県南九州市,   ,〇,〇,〇,"整形外科,外科,内科,脳神経内科,リハビリテーション科,リウマチ科,麻酔科,循環器内科,消化器内科,呼吸器内科,糖尿病内科",92,92,0,58,58,58,58,0,0,109,18,89,21,114,8,3.5,64,7.2,23,5.8,31,1.5,47,0,20,0.4,10,0,2,0,8,2,877,0,0,0,0,0,0,0,0,169,0
病院,4646030019,宮薗クリニック,46,〒891－0603,鹿児島県指宿市開聞十町１２６６番地,4603,南薩,46210,鹿児島県指宿市,   ,  ,  ,〇,"内科,小児科,放射線科,神経内科,リハビリテーション科,皮膚科",0,0,0,66,66,66,66,0,0,301,10,206,13,39,2,1.9,5,0.9,15,0,20,0,4,0,2,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,28,31
病院,4646030022,県立薩南病院,46,〒897－1123,鹿児島県南さつま市加世田高橋１９６８－４,4603,南薩,46220,鹿児島県南さつま市,   ,〇,  ,  ,"内科,循環器内科,消化器内科,消化器外科,外科,放射線科,小児科,人工透析,他",151,116,0,0,0,0,0,0,0,711,282,368,187,685,13,2.7,100,4.9,0,0.6,0,10.2,3,0,2,0,0,0,6,0,14,2.8,2353,0,51,67,0,16,0,13,0,92,0
病院,4646030024,今林整形外科病院,46,〒891－0402,鹿児島県指宿市十町３５２－２,4603,南薩,46210,鹿児島県指宿市,   ,〇,〇,  ,"整形外科,リハビリテーション科,リウマチ科",50,50,0,60,60,60,60,0,0,845,31,608,43,209,7,2.7,33,1.8,16,0.8,8,4.5,28,0,7,0,2,0,1,0,1,0.5,1110,0,0,0,0,14,0,0,0,173,0
病院,4646030026,山川病院,46,〒891－0515,鹿児島県指宿市山川小川１５７１,4603,南薩,46210,鹿児島県指宿市,   ,〇,  ,〇,"内科,人工透析,外科,整形外科,循環器内科,放射線科,リハビリテーション科",89,89,0,0,0,0,0,0,0,282,68,434,61,178,3,3.44,30,2,12,0,8,2,3,0,2,0,0,0,0,0,0,0,607,0,0,0,0,0,0,0,0,75,0
病院,4646030027,指宿さがら病院,46,〒891－0406,鹿児島県指宿市湯の浜一丁目１１番２９号,4603,南薩,46210,鹿児島県指宿市,   ,  ,〇,〇,"内科,外科,リハビリテーション科,放射線科,神経内科",0,0,0,100,100,100,100,0,0,416,*,529,48,98,3,2.1,20,0.8,24,0.7,27,0,13,0,8,0,3,0,0,0,3,0.3,291,0,0,0,0,0,0,0,0,65,44
病院,4646030029,指宿浩然会病院,46,〒891－0402,鹿児島県指宿市十町１１３０番地,4603,南薩,46210,鹿児島県指宿市,   ,〇,〇,〇,"内科,リハビリテーション科,神経内科,他",27,27,0,111,111,111,111,0,0,0,0,0,0,0,7,1.2,58,2.6,22,0.6,39,2.9,18,0,14,0,6,0,0,0,3,1.4,896,0,21,14,0,0,0,0,0,116,39
病院,4646030030,指宿竹元病院,46,〒891－0304,鹿児島県指宿市東方７５３１番地,4603,南薩,46210,鹿児島県指宿市,   ,  ,  ,〇,"内科,精神科,心療内科,リハビリテーション科",0,0,0,26,26,26,26,0,0,21,*,32,*,*,6,0.7,57,2,29,2.1,18,0.7,0,0,4,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
病院,4646030036,真愛病院,46,〒897－0031,鹿児島県南さつま市加世田東本町７番３,4603,南薩,46220,鹿児島県南さつま市,   ,〇,  ,  ,"整形外科,リハビリテーション科,麻酔科",76,76,76,0,0,0,0,0,0,134,22,92,12,134,2,2.3,18,6.9,6,2.5,5,3.5,5,4,1,0,0,0,0,0.7,1,0,657,0,0,0,0,0,0,0,0,82,0
病院,4646030041,川辺生協病院,46,〒897－0211,鹿児島県南九州市川辺町両添大正田１１１８番地,4603,南薩,46223,鹿児島県南九州市,   ,  ,  ,〇,"内科,呼吸器内科,消化器内科,小児科,他",0,0,0,48,48,48,48,0,0,369,*,18,0,24,3,1.6,17,5.9,2,1.4,12,4.4,2,0,1,0,0,0,0,0,2,3,202,0,0,0,0,0,0,0,0,39,14
病院,4646030042,中村温泉病院,46,〒891－0704,鹿児島県南九州市頴娃町別府１番地,4603,南薩,46223,鹿児島県南九州市,   ,  ,  ,〇,"神経内科,内科,小児科,外科,整形外科,リハビリテーション科,放射線科,耳鼻咽喉科,消化器内科",0,0,0,120,120,120,120,0,0,172,0,322,0,78,4,2.5,16,1,36,2.3,34,0,4,0,0,0,0,0,0,0,3,0.5,175,0,0,0,0,0,0,0,0,69,70
病院,4646030047,独立行政法人国立病院機構　指宿医療センター,46,〒891－0403,鹿児島県指宿市十二町４１４５,4603,南薩,46210,鹿児島県指宿市,〇,〇,  ,  ,"内科,神経内科,呼吸器内科,小児科,外科,呼吸器外科,整形外科,泌尿器科,産婦人科,眼科,リハビリテーション科,放射線科,麻酔科,消化器内科,循環器内科,小児外科,他",195,145,0,0,0,0,0,0,0,1460,245,1463,521,790,18,1.2,122,6.4,1,1.6,0,9.7,4,0,2,0,1,0,8,0,11,4.9,3590,0,154,52,0,0,0,0,0,84,0
病院,4646030048,南さつま市立坊津病院,46,〒898－0102,鹿児島県南さつま市坊津町泊１９,4603,南薩,46220,鹿児島県南さつま市,   ,〇,  ,〇,"内科,整形外科",13,13,0,31,31,26,26,5,5,402,11,331,27,46,2,1.7,10,3.5,9,3.8,3,4.2,0,0,1,0,0,0,0,0,3,0.5,204,0,0,11,0,0,0,0,0,11,0
病院,4646030049,尾辻病院,46,〒898－0017,鹿児島県枕崎市住吉町６０番地,4603,南薩,46204,鹿児島県枕崎市,   ,  ,  ,〇,"外科,整形外科,消化器内科,リハビリテーション科,麻酔科",0,0,0,36,36,36,36,0,0,47,0,0,0,*,2,0.1,6,0,6,0.5,9,0,3,0,1,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,33,16
病院,4646030054,枕崎市立病院,46,〒898－0031,鹿児島県枕崎市日之出町２３０番,4603,南薩,46204,鹿児島県枕崎市,   ,〇,  ,〇,内科,20,20,0,35,35,35,35,0,0,637,22,114,39,52,2,1.9,22,0,3,4.3,0,9.3,2,0,0,0,0,0,0,0,3,0,543,0,11,11,0,0,0,0,0,42,10
病院,4646030057,有馬病院,46,〒897－0008,鹿児島県南さつま市加世田地頭所５７０番地,4603,南薩,46220,鹿児島県南さつま市,   ,〇,  ,〇,"内科,脳神経内科,外科,整形外科,リウマチ科,リハビリテーション科,消化器内科,婦人科,麻酔科,他",36,36,0,24,24,24,24,0,0,128,10,199,24,29,3,2.3,30,1.5,9,0.9,19,2.7,11,0,5,0.6,2,0,0,0,4,0.9,524,0,0,0,0,0,0,0,0,41,0
病院,4646030058,立神リハビリテーション温泉病院,46,〒898－0024,鹿児島県枕崎市火之神町６２０番地,4603,南薩,46204,鹿児島県枕崎市,   ,  ,  ,〇,"内科,リハビリテーション科",0,0,0,60,60,60,60,0,0,63,*,28,*,*,2,3.3,10,0,10,0,16,0,3,0,1,0,0,0,0,0,2,0,88,0,0,0,0,0,0,0,0,43,39
病院,4646050004,クオラリハビリテーション病院,46,〒895－1804,鹿児島県薩摩郡さつま町船木２３１１番地６,4605,川薩,46392,鹿児島県さつま町,   ,〇,〇,〇,"リハビリテーション科,整形外科,内科,眼科,麻酔科,歯科,他",60,60,0,112,112,112,112,0,0,257,47,358,57,125,6,5.8,73,7.7,16,5.2,34,4.1,26,8.6,14,5.7,4,3,4,0,9,0.6,1108,0,18,12,0,0,0,25,0,156,24
病院,4646050006,伊逹病院,46,〒895－0052,鹿児島県薩摩川内市神田町４番２５号,4605,川薩,46215,鹿児島県薩摩川内市,   ,〇,  ,〇,"内科,消化器内科,外科,整形外科",20,20,0,28,28,28,28,0,0,402,*,522,32,97,3,0.4,12,1.6,12,0,9,0,4,0.8,3,0,0,0,0,0,0,0.8,269,0,0,0,0,0,0,0,0,21,18
病院,4646050007,稲津病院,46,〒895－1803,鹿児島県薩摩郡さつま町宮之城屋地１３７８番地,4605,川薩,46392,鹿児島県さつま町,   ,  ,  ,〇,"外科,内科,整形外科,リハビリテーション科,消化器内科,循環器内科",0,0,0,41,41,41,41,0,0,0,0,0,0,0,1,1.85,5,0.3,14,0,7,0,6,0,0,0,0,0,0,0,0,0.3,84,0,0,0,0,0,0,0,0,28,24
病院,4646050008,坂口医院,46,〒895－0062,鹿児島県薩摩川内市大王町１番１号,4605,川薩,46215,鹿児島県薩摩川内市,   ,  ,  ,〇,"小児科,内科",0,0,0,30,30,16,16,14,14,116,0,0,0,0,2,1.3,6,3.2,9,3.1,5,2.7,1,0.2,0,0,0,0,0,0,3,0.9,8,0,0,0,0,0,0,0,0,0,16
病院,4646050009,上村病院,46,〒895－0051,鹿児島県薩摩川内市東開聞町９番２２号,4605,川薩,46215,鹿児島県薩摩川内市,   ,〇,  ,  ,"外科,呼吸器外科,内科,麻酔科,リハビリテーション科,放射線科",46,46,0,0,0,0,0,0,0,643,30,368,26,158,6,3.8,26,0.5,8,1.7,9,0.9,2,0,1,0,0,0,2,0,7,0,769,0,13,11,0,0,0,0,0,21,0
病院,4646050011,森園病院,46,〒895－0076,鹿児島県薩摩川内市大小路町１９番３８号,4605,川薩,46215,鹿児島県薩摩川内市,   ,〇,〇,  ,"整形外科,内科,リウマチ科,リハビリテーション科,外科",41,41,0,34,34,34,34,0,0,601,30,461,38,233,5,2.5,38,0.6,13,2.5,12,0.7,20,0,11,0,4,0,0,0,4,0,804,0,21,0,0,0,0,0,0,85,0
病院,4646050013,永井病院,46,〒895－0076,鹿児島県薩摩川内市大小路町２１番５号,4605,川薩,46215,鹿児島県薩摩川内市,   ,  ,  ,〇,"内科,リハビリテーション科",0,0,0,39,39,39,39,0,0,160,0,*,0,0,2,10,12,7,2,4,0,0,2,0,0,0,0,0,0,0,4,5,120,0,0,0,0,0,0,0,0,36,17
病院,4646050017,高江記念病院,46,〒895－0005,鹿児島県薩摩川内市永利町２５０４番１,4605,川薩,46215,鹿児島県薩摩川内市,   ,  ,〇,〇,"外科,内科,リハビリテーション科,整形外科",21,21,0,32,32,32,32,0,0,268,11,373,24,61,2,1,23,0.9,13,0,10,2.5,5,0,2,0,0,0,0,0,2,0.9,279,0,0,0,0,0,0,0,0,33,25
病院,4646050018,薩摩郡医師会病院,46,〒895－1813,鹿児島県薩摩郡さつま町轟町５１０番地,4605,川薩,46392,鹿児島県さつま町,   ,〇,〇,  ,"内科,神経内科,外科,整形外科,リハビリテーション科,放射線科,麻酔科",142,116,0,0,0,0,0,0,0,669,30,772,140,409,4,3.1,45,3.9,11,1.8,16,3.4,5,0,3,0,0,0,0,0,5,1.05,1199,0,31,0,0,0,0,0,0,37,0
病院,4646050023,市比野記念病院,46,〒895－1203,鹿児島県薩摩川内市樋脇町市比野３０７９,4605,川薩,46215,鹿児島県薩摩川内市,   ,  ,〇,〇,"内科,神経内科,外科,整形外科,リハビリテーション科,放射線科",30,30,0,169,169,169,169,0,0,57,14,65,18,52,7,1.4,40,1.7,30,1.4,28,1.5,6,0,2,0,2,0,0,0,1,0,434,0,0,0,0,0,0,0,0,110,110
病院,4646050024,社会福祉法人　済生会川内病院,46,〒895－0074,鹿児島県薩摩川内市原田町２番４６号,4605,川薩,46215,鹿児島県薩摩川内市,   ,〇,  ,  ,"内科,小児科,小児外科,放射線科,麻酔科,泌尿器科,産婦人科,眼科,整形外科,皮膚科,病理診断科,外科,消化器内科,他",244,208,0,0,0,0,0,0,0,2729,220,3691,584,1120,38,2.3,162,38.6,1,3.5,13,18,3,0,2,0,0,0,9,2.6,15,19.3,5335,0,174,54,10,31,0,24,0,78,0
病院,4646050025,若松記念病院,46,〒895－0052,鹿児島県薩摩川内市神田町１１番２０号,4605,川薩,46215,鹿児島県薩摩川内市,   ,  ,〇,〇,"外科,内科,消化器内科,整形外科,肛門科,リハビリテーション科,眼科",22,22,0,34,34,34,34,0,0,129,10,194,*,40,2,2.1,18,1.9,15,1.8,10,4.7,5,0,1,0,1,0,0,0,2,1,521,0,0,0,0,0,0,0,0,219,154
病院,4646050031,川内市医師会立市民病院,46,〒895－0005,鹿児島県薩摩川内市永利町西平４１０７番７,4605,川薩,46215,鹿児島県薩摩川内市,   ,〇,〇,  ,"内科,呼吸器内科,小児科,外科,整形外科,脳神経外科,小児外科,泌尿器科,リハビリテーション科,放射線科,麻酔科,心臓血管外科,他",220,206,0,0,0,0,0,0,0,1810,217,2615,468,1462,27,1.6,170,4.4,3,2,22,12.1,28,0,20,0,10,0,13,0,15,3.6,4283,0,154,106,0,21,0,0,0,279,0
病院,4646050038,立志クリニック,46,〒895－1817,鹿児島県薩摩郡さつま町湯田１５０２－１０,4605,川薩,46392,鹿児島県さつま町,   ,  ,  ,〇,"内科,放射線科,他",0,0,0,35,35,21,21,14,14,41,*,14,0,*,2,1,7,0,3,0.4,11,1.3,0,0.1,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0
病院,4646060005,吉井中央病院,46,〒899－0217,鹿児島県出水市平和町３３６,4606,出水,46208,鹿児島県出水市,   ,  ,〇,〇,"内科,外科,整形外科,リハビリテーション科",0,0,0,93,93,93,93,0,0,97,0,0,0,*,2,3.6,25,0.5,9,1.8,21,8.4,17,0,8,0.7,4,0,0,0,1,0,589,0,0,0,0,0,0,0,0,132,36
病院,4646060008,出水郡医師会広域医療センター,46,〒899－1611,鹿児島県阿久根市赤瀬川４５１３,4606,出水,46206,鹿児島県阿久根市,〇,〇,〇,〇,"内科,神経内科,放射線科,外科,小児外科,整形外科,脳神経外科,麻酔科,泌尿器科,耳鼻咽喉科,リハビリテーション科,眼科",222,216,0,0,0,0,0,0,0,1027,371,1889,704,1683,22,3.8,185,2.4,8,11.1,12,4.4,22,0.9,14,0,7,0,13,0,20,2.4,5937,0,255,95,0,44,0,0,0,277,0
病院,4646060009,出水郡医師会立第二病院,46,〒899－0402,鹿児島県出水市高尾野町柴引２５７４番地,4606,出水,46208,鹿児島県出水市,   ,  ,  ,〇,"内科,リハビリテーション科",0,0,0,161,161,109,109,52,52,0,0,0,0,0,4,0.5,31,0,10,2.4,25,1.9,6,0,4,0,3,0,0,0,1,0,312,0,0,0,0,0,0,0,0,85,0
病院,4646060010,出水総合医療センター,46,〒899－0131,鹿児島県出水市明神町５２０,4606,出水,46208,鹿児島県出水市,   ,〇,〇,  ,"内科,脳神経内科,呼吸器内科,小児科,小児外科,外科,整形外科,皮膚科,婦人科,放射線科,脳神経外科,眼科,麻酔科,泌尿器科,リハビリテーション科,呼吸器外科,消化器内科,循環器内科,糖尿病内科,消化器外科,乳腺科,他",270,207,127,0,0,0,0,0,0,1638,254,2975,668,1777,20,3.5,135,2.4,7,0.6,19,0,12,0,9,0,4,0,7,0,30,1.6,5096,0,155,74,0,17,0,0,0,189,0
病院,4646060014,内山病院,46,〒899－1622,鹿児島県阿久根市高松町２２,4606,出水,46206,鹿児島県阿久根市,   ,  ,  ,〇,"内科,外科,泌尿器科,放射線科,リハビリテーション科",0,0,0,99,99,99,99,0,0,279,*,180,*,62,6,4.9,38,2.8,14,5.1,18,7.4,6,0,4,0,3,0,0,0,4,0.8,288,0,0,0,0,0,0,28,0,114,52
病院,4646070003,クオラリハビリテーション病院あいら,46,〒899－5431,鹿児島県姶良市西餠田２３００番地１,4607,姶良・伊佐,46225,鹿児島県姶良市,   ,〇,〇,  ,"整形外科,リハビリテーション科,内科,内分泌科,麻酔科,リウマチ科,循環器内科",48,48,0,48,48,48,48,0,0,86,*,53,12,125,7,3.1,52,3.9,3,0.1,13,0.9,38,0,9,0,2,0,2,0,4,2.8,802,0,10,18,0,0,0,0,0,123,0
病院,4646070005,ザ王病院,46,〒899－5231,鹿児島県姶良市加治木町反土中川原２１５１ー１,4607,姶良・伊佐,46225,鹿児島県姶良市,   ,  ,  ,〇,"内科,整形外科,リウマチ科,リハビリテーション科,皮膚科,泌尿器科",0,0,0,146,146,103,103,43,43,*,0,*,0,*,3,2,31,0,10,0,33,4.2,10,0,5,0,2,0,0,0,1,0,257,0,0,0,0,0,0,0,0,102,32
病院,4646070010,フィオーレ第一病院,46,〒899－5215,鹿児島県姶良市加治木町本町３０７番地１,4607,姶良・伊佐,46225,鹿児島県姶良市,   ,〇,  ,  ,"産科,婦人科",26,26,0,0,0,0,0,0,0,0,0,0,0,0,2,1.4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,732,0,0,0,0,0,0,0,0,0,0
病院,4646070017,あいらの森ホスピタル,46,〒899－6202,鹿児島県姶良郡湧水町北方１８５４番地,4607,姶良・伊佐,46452,鹿児島県湧水町,   ,  ,  ,〇,"精神科,内科,婦人科,リハビリテーション科,",0,0,0,43,43,31,31,12,12,11,*,*,*,*,3,3.4,26,1.1,23,0.8,38,0,0,0,5,0,0,0,0,0,0,1.1,214,0,0,0,0,0,0,0,0,0,23
病院,4646070018,隼人温泉病院,46,〒899－5111,鹿児島県霧島市隼人町姫城一丁目２６４番地２,4607,姶良・伊佐,46218,鹿児島県霧島市,   ,  ,〇,〇,"内科,外科,神経内科,リハビリテーション科,心療内科,他",24,24,0,101,101,101,101,0,0,254,31,127,50,136,4,3.4,49,1,14,1.4,26,1.9,19,0,15,0,2,0,0,0,3,0.4,1006,0,0,0,0,0,0,0,0,75,32
病院,4646070020,松下病院,46,〒899－5102,鹿児島県霧島市隼人町真孝９９８,4607,姶良・伊佐,46218,鹿児島県霧島市,   ,  ,  ,〇,"精神科,心療内科,内科,神経内科,リハビリテーション科",0,0,0,44,44,44,44,0,0,63,*,140,*,29,5,1.95,86,3.2,20,1.1,24,2.6,1,0,7,0,0,0,0,0,5,0.7,0,0,0,0,0,0,0,0,0,12,0
病院,4646070021,福山病院,46,〒899－4501,鹿児島県霧島市福山町福山７７１,4607,姶良・伊佐,46218,鹿児島県霧島市,   ,  ,  ,〇,"精神科,内科,神経内科,心療内科,皮膚科",0,0,0,24,24,24,24,0,0,31,0,*,0,*,8,5,55,3.6,50,1.2,32,0,0,0.2,9,0,1,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0
診療所,4646070022,牧之原診療所,46,〒899－4501,鹿児島県霧島市福山町福山５２９０番地２９,4607,姶良・伊佐,46218,鹿児島県霧島市,   ,  ,  ,〇,"内科,消化器内科,呼吸器内科,放射線科,他",48,29,0,0,0,0,0,0,0,*,0,*,0,*,1,3.2,15,0,4,0,5,0,2,0,0,0,0,0,0,0,1,0,90,0,0,11,0,0,0,0,0,11,0
病院,4646070026,加治木温泉病院,46,〒899－5241,鹿児島県姶良市加治木町木田４７１４,4607,姶良・伊佐,46225,鹿児島県姶良市,   ,  ,〇,〇,"内科,脳神経内科,外科,消化器外科,泌尿器科,リハビリテーション科,皮膚科,歯科,整形外科,消化器内科,人工透析,循環器内科,脳神経外科,他",60,60,0,290,290,233,233,57,57,151,31,132,42,64,17,4.1,122,9.5,22,2.9,70,5.5,34,0,29,0,16,0,0,0,11,3.2,1411,0,0,0,0,0,0,48,0,232,107
病院,4646070027,加治木整形外科病院,46,〒899－5221,鹿児島県姶良市加治木町港町１３１番地３０,4607,姶良・伊佐,46225,鹿児島県姶良市,   ,〇,  ,  ,"整形外科,リハビリテーション科,リウマチ科,内科,循環器内科,麻酔科",51,51,51,0,0,0,0,0,0,50,28,44,18,80,3,0.7,16,0,5,0,5,0.5,4,0,2,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,47,0
病院,4646070030,希望ケ丘病院,46,〒899－5652,鹿児島県姶良市平松５０６９番地,4607,姶良・伊佐,46225,鹿児島県姶良市,   ,  ,〇,〇,"内科,心療内科,眼科,リハビリテーション科,小児科,精神科",0,0,0,90,90,90,90,0,0,94,*,0,0,0,3,1.9,25,0,8,0,20,1.7,7,0,6,0,2,0,0,0,2,0,249,0,0,0,0,0,0,0,14,65,61
病院,4646070034,協愛病院,46,〒899－4351,鹿児島県霧島市国分新町一丁目６番５２－６号,4607,姶良・伊佐,46218,鹿児島県霧島市,   ,〇,  ,〇,"内科,リハビリテーション科,消化器内科,麻酔科",24,24,0,56,56,56,56,0,0,51,*,36,*,16,5,2.5,44,0.8,2,2.1,14,1.6,7,0,7,0,2,0,0,0,7,0,347,0,0,0,0,0,0,0,0,55,29
病院,4646070036,県立北薩病院,46,〒895－2526,鹿児島県伊佐市大口宮人５０２－４,4607,姶良・伊佐,46224,鹿児島県伊佐市,   ,〇,  ,  ,"内科,脳神経内科,呼吸器内科,消化器内科,小児科,外科,脳神経外科,放射線科,リハビリテーション科,他",146,106,0,0,0,0,0,0,0,2154,292,1018,243,731,12,1.4,72,2,4,2.2,0,9.3,5,0,1,0,0,0,5,0,10,2,1565,0,60,34,0,0,0,0,0,79,0
病院,4646070042,国分生協病院,46,〒899－4332,鹿児島県霧島市国分中央三丁目３８番１４号,4607,姶良・伊佐,46218,鹿児島県霧島市,   ,〇,〇,  ,"内科,外科,小児科,リハビリテーション科",90,90,0,39,39,39,39,0,0,3849,212,3598,443,1106,12,3.9,110,14.2,3,1.7,15,12.8,11,0,5,0,1,0,7,0,11,4.9,2654,0,45,51,0,0,0,41,0,88,0
病院,4646070043,国分中央病院,46,〒899－4332,鹿児島県霧島市国分中央１丁目２５－７０,4607,姶良・伊佐,46218,鹿児島県霧島市,   ,  ,〇,〇,"内科,外科,脳神経外科,リハビリテーション科,皮膚科,呼吸器内科,循環器内科,消化器内科,泌尿器科,人工透析,神経内科",28,27,0,156,124,156,124,0,0,154,*,46,*,31,3,3.5,42,2.4,8,0,19,0.6,9,0,5,0,4,0,0,0,1,0,323,0,0,0,0,0,0,0,0,120,0
病院,4646070052,社会福祉法人　医療福祉センター　オレンジ学園,46,〒899－4501,鹿児島県霧島市福山町福山８３８,4607,姶良・伊佐,46218,鹿児島県霧島市,   ,  ,  ,〇,"内科,小児科,リハビリテーション科",110,110,0,120,120,120,120,0,0,0,0,0,0,0,6,19,81,0.75,23,18.2,40,0.75,7,0.65,3,0,3,0,0,0,0,0,202,0,0,0,0,0,0,0,0,167,13
病院,4646070054,水間病院,46,〒895－2701,鹿児島県伊佐市菱刈前目２１２５番地,4607,姶良・伊佐,46224,鹿児島県伊佐市,   ,  ,  ,〇,"内科,皮膚科,泌尿器科,リハビリテーション科,婦人科",0,0,0,44,44,44,44,0,0,244,*,56,*,25,5,2.1,7,3.3,13,0.6,13,0.6,2,0.5,1,0,1,0,0,0,2,0.8,270,0,0,0,0,0,0,16,0,37,35
病院,4646070055,整形外科　松元病院,46,〒895－2511,鹿児島県伊佐市大口里４９１－２,4607,姶良・伊佐,46224,鹿児島県伊佐市,   ,〇,〇,  ,"整形外科,リハビリテーション科,リウマチ科,麻酔科,皮膚科,小児科",36,36,0,38,38,38,38,0,0,205,37,342,65,122,2,1.7,30,2.3,5,0,18,0.8,18,0,11,0,2,0,1,0,1,0,880,0,10,12,0,0,0,0,0,93,0
病院,4646070058,青雲会病院,46,〒899－5431,鹿児島県姶良市西餅田３０１１番地,4607,姶良・伊佐,46225,鹿児島県姶良市,   ,〇,〇,  ,"外科,乳腺科,呼吸器内科,内科,整形外科,脳神経外科,泌尿器科,人工透析,眼科,リハビリテーション科,口腔外科,形成外科,皮膚科,循環器内科,消化器内科,消化器外科,肛門科,放射線診断科,糖尿病内科,他",136,136,0,0,0,0,0,0,0,1358,212,1502,354,1262,12,4.96,102,11.5,14,2.25,23,1.6,28,0.8,16,0,4,0,1,0,20,4.5,2079,0,15,56,0,13,0,0,0,133,0
病院,4646070061,大井病院,46,〒899－5215,鹿児島県姶良市加治木町本町１４１,4607,姶良・伊佐,46225,鹿児島県姶良市,   ,〇,〇,  ,"内科,循環器内科,呼吸器内科,心療内科,泌尿器科,リウマチ科,外科,消化器外科,整形外科,脳神経外科,肛門科,リハビリテーション科,放射線科,糖尿病内科,内分泌科",119,119,0,0,0,0,0,0,0,660,118,982,245,1111,7,6.03,55,0.5,12,0,18,0,12,0,6,0,3,0,5,0.5,9,0,1675,0,25,35,0,0,0,0,0,87,0
病院,4646070062,大口温泉リハビリテーション病院,46,〒895－2504,鹿児島県伊佐市大口青木３０２２－３４,4607,姶良・伊佐,46224,鹿児島県伊佐市,   ,  ,  ,〇,"内科,神経内科,リハビリテーション科,歯科,",0,0,0,97,97,97,97,0,0,251,*,31,0,35,4,3.4,14,3.6,18,2,26,1.7,3,0,2,0,1,0,0,0,1,2.8,240,0,0,0,0,0,0,0,0,58,22
